"","var.WHO","division","month","monthly_VOC_cases","total_monthly_VOC_cases","prop","date.smooth"
"451","Alpha","Newfoundland and Labrador","2020-10",0,0,0,2020-10-01
"452","Alpha","Newfoundland and Labrador","2020-11",0,106.982615782848,0,2020-11-01
"453","Alpha","Newfoundland and Labrador","2020-12",0,893.285312909108,0,2020-12-01
"454","Alpha","Newfoundland and Labrador","2021-01",0,14121.0264300352,0,2021-01-01
"455","Alpha","Newfoundland and Labrador","2021-02",536.301168565753,24895.2732713511,0.0215422888803119,2021-02-01
"456","Alpha","Newfoundland and Labrador","2021-03",42.789417386535,47454.6592045562,0.000901690542167602,2021-03-01
"457","Alpha","Newfoundland and Labrador","2021-04",33.0594879009879,99001.8192477188,0.000333928084879608,2021-04-01
"458","Alpha","Newfoundland and Labrador","2021-05",64.1788873207072,95273.9220724928,0.00067362491146186,2021-05-01
"459","Alpha","Newfoundland and Labrador","2021-06",22.5146573426573,20120.6741526306,0.00111898126135668,2021-06-01
"460","Alpha","Newfoundland and Labrador","2021-07",0,3292.05256915152,0,2021-07-01
"461","Alpha","Newfoundland and Labrador","2021-08",0,1508.82377733938,0,2021-08-01
"462","Alpha","Newfoundland and Labrador","2021-09",0,732.072013374136,0,2021-09-01
"463","Alpha","Newfoundland and Labrador","2021-10",0,71.1931888106877,0,2021-10-01
"464","Alpha","Newfoundland and Labrador","2021-11",0,208.546919110898,0,2021-11-01
